binId	dojezdy_all	dojezdy_urgent	dojezdy_very_urgent	count_all	count_urgent	count_very_urgent	DUŠNOST	ÚRAZ	BOLEST BŘICHA	PÁD	NESP.NEURO. PŘÍZ.	JINÉ POT.AK.	STENOKARDIE	JINÉ POT./ZH.STAVU	PO KOLAPSU	BEZVĚDOMÍ	NEVOLNOST	BOLEST ZAD 	PSYCHÓZA	NAPADENÍ	INTOXIKACE	SOMNOLENCE	KRVÁCENÍ	DN	HYPERT.	ARYTMIE	BOLEST DK	TEPLOTA	KŘEČE/PO KŘEČI	K PORODU	BOLEST JINÁ
1417	6.69	6.70	6.73	191	148	51	16	24	13	16	8	10	8	8	13	11	6	2	2	1	4	4	4	4	4	3	4	1	5	3	0
1418	5.87	5.85	6.26	122	99	38	10	13	16	10	2	5	2	8	5	5	7	3	5	4	3	4	2	1	3	1	1	1	3	0	0
1419	6.55	6.51	6.16	136	107	44	19	14	8	5	11	10	7	5	4	6	6	3	2	5	4	1	3	0	1	3	4	4	1	1	1
1420	7.34	7.27	7.37	124	95	46	26	8	6	10	7	5	8	7	2	6	3	2	2	0	1	4	4	1	0	2	3	3	3	5	1
1421	8.22	8.31	8.35	518	393	168	64	38	56	42	23	25	27	28	18	15	10	17	8	7	3	19	14	1	9	16	3	8	9	5	6
1422	7.99	8.06	7.51	168	118	47	18	17	14	18	9	6	9	7	2	4	4	7	4	2	2	1	4	1	4	0	5	4	1	1	5
1423	7.04	7.03	7.11	370	280	94	34	48	22	31	23	13	19	18	15	15	5	13	16	8	7	6	5	5	4	11	6	5	6	2	2
1424	6.77	6.87	6.84	377	296	124	48	38	30	20	22	22	18	21	15	6	14	15	11	6	8	5	7	2	11	9	4	2	3	5	4
1425	7.29	7.29	7.35	428	335	144	59	26	36	33	31	20	21	27	19	14	11	12	6	2	7	7	13	3	16	6	3	4	4	5	2
1426	8.00	7.96	7.83	441	322	128	54	31	19	40	30	19	10	37	9	16	11	15	11	2	6	13	16	5	14	5	13	7	3	3	5
1427	8.01	8.00	8.05	183	136	58	18	18	14	14	5	12	5	8	4	10	7	5	3	5	4	3	4	4	8	5	4	1	5	3	1
1428	7.37	7.38	7.43	167	128	58	11	14	11	13	4	10	5	4	8	9	6	2	3	9	7	2	11	5	2	3	3	0	3	4	3
1429	7.35	7.32	7.23	457	346	147	53	38	37	25	16	22	25	12	18	19	16	4	13	10	9	3	15	5	7	32	7	6	8	4	4
1430	5.87	5.84	6.09	203	166	70	26	13	11	9	11	11	8	16	7	7	5	6	5	7	2	4	5	6	1	6	5	2	1	5	4
1431	5.12	5.08	4.76	574	459	168	58	56	39	40	38	39	25	36	16	22	17	11	17	18	9	12	10	8	8	11	14	8	7	6	6
1432	4.58	4.52	4.50	186	145	52	20	23	10	13	11	16	8	12	4	5	6	7	2	1	2	5	8	0	7	4	2	3	1	1	2
1433	5.93	5.42	3.75	27	19	4	3	4	0	4	0	2	0	0	3	1	1	0	1	1	0	0	0	5	0	0	0	0	1	0	0
1434	4.78	5.00	4.00	9	8	1	0	2	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0
1435	5.55	4.86	4.50	11	7	4	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	7	0	0	0	0	0	0	0
1448	12.50	12.00	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
1449	11.17	10.40	11.33	6	5	3	1	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1450	7.00	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1451	8.00	8.00	7.75	7	7	4	3	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0
1452	6.57	6.86	6.33	21	14	6	1	3	3	3	0	1	2	0	0	0	0	0	0	0	0	1	0	2	2	1	0	0	0	0	0
1453	7.02	7.50	7.40	122	88	40	7	6	13	13	8	3	5	7	2	4	2	4	0	4	2	2	3	14	5	2	2	1	2	3	0
1454	5.70	5.60	5.27	260	214	84	28	22	27	12	13	14	13	8	16	10	7	4	13	7	6	11	1	8	6	3	3	2	3	2	2
1455	5.70	5.49	5.41	564	406	163	69	63	65	57	24	58	18	61	6	11	10	12	7	0	3	16	6	3	13	4	17	5	6	1	7
1456	7.71	7.58	5.80	14	12	5	1	1	0	1	1	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
1457	8.62	8.69	8.89	349	261	104	41	21	38	32	19	23	18	25	11	12	9	10	4	3	4	15	7	1	6	3	8	4	1	4	3
1458	8.57	8.45	8.29	431	320	138	37	32	44	48	23	20	16	25	12	18	14	14	9	9	6	8	10	6	17	4	10	5	2	5	4
1459	7.87	7.68	7.72	250	179	75	23	28	16	25	18	7	3	12	7	11	8	6	8	4	6	6	5	5	6	10	5	2	2	2	5
1460	7.47	7.41	7.61	403	312	119	33	36	28	35	22	25	19	15	24	16	8	8	18	9	7	12	7	5	5	7	15	2	6	3	5
1461	7.46	7.47	7.69	513	391	169	63	36	48	31	25	37	22	22	16	18	14	18	10	7	10	10	17	10	6	7	6	6	5	5	11
1462	8.63	8.55	8.60	515	371	152	64	42	40	53	32	31	27	37	12	14	11	7	5	3	9	17	18	2	16	7	7	12	4	0	7
1463	8.49	8.55	8.76	88	73	25	8	18	10	2	4	5	5	1	1	0	4	1	4	7	2	1	2	1	0	0	2	0	0	1	1
1464	7.41	7.53	6.93	123	95	43	17	21	11	4	5	4	3	4	2	5	2	2	6	3	4	2	2	3	1	3	0	0	1	5	0
1465	7.32	7.32	7.32	255	192	99	33	22	21	24	6	16	10	2	8	6	9	8	7	10	8	2	10	5	5	4	0	8	4	2	1
1466	6.77	6.61	6.50	209	165	68	14	23	20	21	6	11	10	6	9	10	10	8	4	4	7	4	1	4	2	2	2	0	0	3	2
1467	5.42	5.35	5.49	236	192	77	25	13	22	17	15	19	5	8	7	12	7	5	9	2	1	9	5	7	8	0	2	2	7	3	3
1468	4.71	4.69	4.64	199	159	66	26	14	12	6	9	14	13	13	4	1	8	14	2	1	2	4	4	5	4	0	1	1	6	4	4
1469	6.52	6.48	6.06	225	164	64	24	45	10	24	11	10	5	8	3	11	5	8	6	5	3	4	2	6	1	2	2	4	5	0	4
1470	7.20	7.18	7.10	335	255	125	40	30	32	20	12	19	16	7	8	14	13	14	6	7	4	4	5	6	10	5	7	6	4	6	6
1471	6.53	6.33	5.33	36	27	6	2	3	2	7	2	2	0	2	4	0	2	0	0	2	0	1	0	3	0	0	0	0	0	2	0
1472	6.79	6.79	7.13	38	33	8	3	4	1	3	3	1	2	1	7	1	1	2	0	3	0	0	0	2	0	0	0	0	0	1	0
1484	9.82	9.77	9.71	17	13	7	1	2	2	1	0	0	1	0	2	2	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0
1485	9.19	9.17	8.73	27	23	11	2	6	3	0	1	2	1	0	0	2	1	0	1	0	2	1	1	0	0	0	0	0	0	0	0
1486	6.79	7.00	7.00	19	15	8	3	2	2	3	1	1	1	0	0	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0
1487	7.12	6.60	7.15	50	42	20	9	6	4	3	2	3	7	4	2	2	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0
1488	7.13	6.88	6.56	229	176	62	25	18	17	19	17	18	7	19	10	8	8	6	4	5	3	3	3	5	4	2	2	4	0	4	0
1489	6.24	6.32	6.02	523	386	153	57	36	42	43	32	40	27	20	12	15	15	13	8	19	17	11	13	2	11	10	6	7	8	3	5
1490	4.88	4.86	4.63	476	374	164	44	51	50	25	26	24	22	24	12	18	18	19	6	5	7	12	7	4	8	18	10	3	7	6	2
1491	6.42	6.08	5.64	172	132	64	21	10	10	9	5	12	4	8	3	5	3	6	5	3	4	5	4	7	7	3	3	3	2	2	2
1492	8.07	8.03	7.62	208	169	89	34	12	23	9	11	8	9	14	4	8	4	3	9	3	2	5	11	0	1	5	5	6	3	2	3
1493	8.51	8.52	8.67	332	247	101	32	14	30	23	26	11	19	15	8	8	14	10	5	4	11	6	9	2	9	7	5	14	3	7	7
1494	8.67	8.79	8.10	54	39	10	8	6	1	3	3	2	1	5	0	1	0	0	0	2	1	2	1	5	0	2	0	2	1	1	0
1495	8.26	8.39	8.75	155	117	40	20	14	9	8	9	7	7	16	4	7	4	8	2	2	2	2	4	2	1	0	4	2	2	2	3
1496	8.06	7.74	8.00	31	27	8	0	5	3	0	0	3	3	0	0	3	2	0	2	1	2	0	0	1	0	0	0	0	1	0	0
1497	8.54	8.47	8.72	61	47	18	7	6	3	7	2	2	3	0	5	1	1	1	0	1	3	0	0	4	3	2	0	0	1	0	1
1498	8.86	8.67	9.64	50	36	14	3	12	6	4	2	0	0	1	2	0	2	3	0	1	0	1	0	5	0	0	1	0	0	0	1
1499	7.83	7.82	7.50	18	17	8	1	2	2	0	0	0	3	0	2	0	0	1	0	1	0	0	0	0	1	0	1	0	1	2	0
1500	8.40	8.39	8.71	93	72	34	9	7	13	4	2	4	4	0	2	1	6	1	4	5	6	0	2	0	0	2	2	1	2	4	0
1501	7.02	6.94	7.17	85	63	30	7	5	6	3	5	2	5	2	5	2	3	5	3	1	3	0	2	2	1	5	1	1	3	3	0
1502	6.61	6.84	6.83	38	31	12	3	1	3	3	2	4	2	2	2	1	1	1	2	0	0	1	0	1	0	1	1	1	0	0	1
1503	5.78	5.52	4.60	37	25	5	2	2	1	9	1	2	2	0	1	0	1	0	2	1	1	0	1	3	1	1	1	0	1	0	0
1504	6.59	6.21	6.58	86	67	26	5	8	6	8	7	7	5	0	6	1	2	5	0	2	4	1	2	3	0	1	0	2	1	3	1
1505	7.40	7.46	7.34	209	162	76	22	24	25	11	11	11	14	5	3	12	3	3	12	5	5	4	3	2	3	3	2	0	1	7	1
1506	7.02	6.97	6.91	90	74	44	14	7	10	5	3	3	5	4	4	5	0	1	2	1	2	0	2	1	3	0	1	3	2	2	3
1507	7.52	7.37	7.00	63	51	17	5	7	1	3	1	4	3	5	6	2	5	4	2	3	3	0	0	1	3	0	0	0	1	0	0
1508	8.67	8.67	8.69	27	21	13	2	2	4	1	1	1	1	0	1	2	1	0	0	2	0	0	2	0	0	0	0	1	2	2	0
1509	9.00	9.00	8.00	2	2	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1517	15.00	15.00	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1520	5.00	5.00	5.00	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1521	9.82	10.33	9.00	11	9	2	0	0	0	2	1	0	0	0	1	0	2	0	0	0	2	1	0	0	0	0	0	0	0	0	0
1523	8.50	8.50	0	2	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1524	7.67	8.14	7.33	48	35	12	4	5	1	4	2	5	3	1	0	0	2	0	2	2	0	1	0	2	1	1	2	3	1	0	0
1525	6.56	6.64	6.43	394	315	147	62	28	33	19	24	11	21	23	16	15	11	11	12	3	2	8	11	2	6	13	8	4	4	3	4
1526	5.80	5.93	6.33	526	384	166	69	52	32	34	20	28	26	26	14	10	16	23	15	13	16	10	9	6	10	15	9	9	2	9	5
1527	5.79	5.90	5.83	96	78	36	11	17	10	7	5	4	4	3	1	3	3	3	5	2	0	0	1	2	4	3	2	0	1	2	0
1528	8.04	7.88	8.10	93	66	30	5	8	8	7	2	5	5	1	3	3	1	1	2	3	3	0	2	1	3	3	2	1	2	3	2
1529	8.54	8.55	8.81	106	91	37	7	8	12	5	10	9	6	3	8	4	4	5	1	2	2	2	0	2	1	2	2	1	0	2	0
1530	8.85	9.04	8.40	52	46	15	6	1	3	6	6	3	5	3	1	2	2	1	2	0	0	2	0	0	1	1	1	1	0	0	0
1531	9.53	9.29	8.00	15	14	6	1	2	1	0	1	1	1	0	0	2	0	0	1	0	0	0	0	4	0	0	0	0	1	0	0
1532	9.07	8.85	10.00	15	13	6	3	2	0	0	1	0	2	1	2	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0
1533	7.83	7.75	7.40	23	20	5	0	4	0	0	2	1	3	3	1	1	0	1	1	0	1	2	0	1	0	0	0	0	0	0	0
1534	8.50	8.50	0	2	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1535	8.18	8.40	7.40	11	10	5	3	1	0	0	0	0	2	1	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0
1536	9.13	8.96	8.88	30	25	16	5	1	2	4	3	0	1	3	0	2	0	2	0	0	1	1	0	0	1	0	1	2	0	0	0
1537	6.86	6.75	6.54	71	60	26	6	3	2	5	5	5	8	3	0	4	3	3	1	3	3	0	1	2	0	0	2	0	2	0	2
1538	8.06	8.43	8.50	16	14	10	2	2	1	0	1	0	2	0	2	1	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
1539	7.00	7.00	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1540	9.00	9.00	9.00	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1541	7.29	8.00	7.50	7	6	4	0	1	1	0	0	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0
1542	8.74	8.24	9.00	27	21	12	2	1	3	1	0	1	0	3	1	2	0	2	1	0	1	0	0	0	0	0	0	1	1	2	1
1543	8.51	8.64	8.43	43	36	14	5	6	2	2	1	0	3	1	3	2	3	1	1	0	0	1	3	0	2	0	0	0	0	2	0
1544	8.75	8.77	8.67	88	70	30	8	8	6	3	3	6	4	8	2	2	1	3	3	3	2	5	2	0	0	5	2	1	0	4	0
1545	9.21	9.34	9.38	52	41	24	3	3	12	3	0	2	3	2	1	2	1	2	0	0	2	2	2	0	3	1	1	1	0	0	1
1546	10.07	9.65	10.13	30	26	15	5	3	3	1	0	2	2	1	0	3	0	2	0	0	0	0	0	0	0	0	0	3	0	2	0
1559	9.90	9.90	10.80	10	10	5	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0
1560	7.00	7.00	7.00	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1561	6.41	6.32	6.24	503	379	172	57	51	46	58	15	17	27	37	18	22	11	15	12	10	8	13	9	4	13	9	4	4	3	1	1
1562	6.65	6.66	6.76	402	320	143	54	29	34	23	28	18	25	11	11	14	16	13	11	3	12	11	13	2	8	7	5	6	7	2	4
1563	7.58	6.50	6.00	19	12	6	3	3	2	1	1	0	1	0	1	1	0	0	2	0	1	0	1	0	0	1	0	0	0	0	0
1564	8.85	8.81	8.81	54	48	21	6	7	8	4	2	4	3	1	1	0	4	0	1	1	0	2	1	1	1	0	2	0	0	0	1
1565	8.82	8.66	8.51	119	94	39	13	14	7	11	8	4	7	2	4	6	5	3	2	1	4	7	1	1	1	2	1	1	1	0	0
1566	10.00	10.12	8.00	24	17	4	3	2	1	2	2	3	0	1	0	0	0	0	0	0	0	1	1	2	2	0	0	1	1	0	0
1567	9.41	9.44	9.44	17	16	9	1	1	2	2	1	1	2	0	1	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	1
1568	8.77	8.70	8.41	77	61	27	12	4	6	2	5	3	6	4	1	2	4	2	2	4	1	2	0	3	1	0	0	1	1	0	2
1569	9.80	9.78	9.33	10	9	3	0	0	0	1	0	2	0	0	1	1	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0
1570	7.67	8.00	10.50	12	7	2	0	2	1	2	0	0	0	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	1	0
1571	8.14	8.18	7.50	29	17	8	6	1	1	3	3	3	0	2	0	0	0	4	0	0	0	1	0	1	0	0	1	0	0	0	1
1572	7.26	7.30	6.84	117	82	31	17	15	4	7	4	0	5	7	4	2	2	2	7	2	3	0	4	3	1	1	6	3	4	1	0
1573	6.97	6.86	6.91	212	153	57	14	21	12	20	11	9	14	5	6	7	4	4	11	5	5	4	6	9	4	11	3	3	2	4	2
1574	7.75	7.75	9.50	4	4	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1575	7.50	8.00	0	4	2	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
1576	6.83	6.83	7.00	6	6	5	1	1	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
1578	8.85	8.75	8.25	13	12	8	1	2	3	2	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
1579	9.16	9.09	9.11	107	85	45	9	8	11	10	7	6	7	3	4	5	1	7	2	2	1	1	3	3	0	0	0	5	0	2	1
1580	9.58	8.94	8.57	26	18	7	2	2	2	2	3	0	2	1	0	2	0	1	0	0	0	0	1	0	1	0	0	2	4	0	0
1581	10.67	9.80	10.00	6	5	2	0	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0
1594	9.00	10.00	10.00	3	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1595	9.50	8.94	11.60	20	18	5	3	2	0	0	3	0	1	0	0	1	1	0	0	0	0	1	0	3	1	0	1	0	1	0	0
1596	10.00	8.00	9.50	6	5	2	2	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1597	6.00	6.00	6.00	3	3	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1598	7.01	7.12	7.17	161	122	58	29	12	11	12	6	7	6	9	4	6	6	3	5	1	2	5	3	1	7	3	1	2	1	0	0
1599	10.00	10.33	9.00	4	3	1	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1600	9.06	9.08	8.89	33	25	9	7	6	1	1	1	3	1	2	0	1	1	1	1	0	2	1	1	0	0	2	0	0	0	0	0
1601	9.31	9.29	9.24	317	234	92	28	27	26	25	21	20	16	18	5	9	9	12	7	7	8	5	4	2	5	7	6	6	4	6	7
1602	9.05	9.08	9.71	43	38	14	1	12	3	0	2	3	3	2	1	2	0	1	0	0	0	1	0	0	0	0	0	0	2	4	2
1603	9.43	9.69	10.25	21	16	4	2	3	1	0	1	1	0	0	1	1	0	0	0	4	3	0	0	2	0	0	0	0	1	0	0
1604	9.24	9.19	8.55	41	31	11	1	6	4	4	3	0	3	0	4	0	0	1	0	1	0	1	1	5	0	0	0	0	3	0	1
1605	9.56	9.31	8.50	16	13	6	2	3	0	1	0	0	0	0	0	3	0	0	0	0	0	1	0	2	0	0	1	0	1	0	0
1606	9.11	9.24	9.50	18	17	10	2	1	3	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	2	1	1
1607	7.07	7.33	7.36	106	80	39	12	7	8	7	6	6	7	2	4	3	3	4	2	0	2	2	1	1	8	2	4	1	0	1	2
1608	7.76	7.75	6.72	71	55	18	5	8	5	9	3	3	2	4	4	1	3	3	1	1	1	2	1	1	0	0	3	1	1	1	1
1609	6.77	6.75	6.54	390	299	128	31	31	34	35	18	26	18	22	10	23	6	9	8	15	6	9	8	9	5	6	5	1	3	5	8
1610	8.86	8.87	10.86	29	23	7	2	4	2	6	1	1	1	1	1	0	1	0	1	0	2	1	1	1	0	0	0	1	0	0	0
1611	6.00	6.00	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1613	9.11	8.92	8.57	18	13	7	1	4	2	1	0	0	1	1	0	3	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0
1614	9.63	9.67	9.54	35	30	13	5	1	3	4	1	3	3	2	1	1	0	1	0	0	0	1	1	0	1	0	0	1	0	0	1
1616	10.03	9.96	9.85	33	26	13	4	1	3	2	0	0	2	1	4	1	1	5	2	0	0	0	1	1	0	1	0	2	0	0	0
1617	10.47	10.48	9.42	32	27	12	3	3	1	2	0	1	0	3	1	1	2	3	1	1	1	1	1	0	0	0	1	0	1	1	2
1630	9.78	10.14	9.50	9	7	4	1	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0
1631	9.33	9.33	9.33	3	3	3	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
1632	7.75	7.67	0	4	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
1633	5.00	5.00	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1634	7.87	8.29	8.17	38	31	12	5	9	2	0	1	0	1	1	1	2	1	1	3	1	2	2	0	0	1	1	0	0	0	0	0
1635	8.86	8.92	8.81	140	107	43	11	14	12	6	12	5	8	2	2	9	5	2	13	4	5	1	2	0	2	2	1	1	0	4	2
1636	8.85	8.93	9.43	110	86	35	19	13	8	8	3	6	6	3	7	4	2	1	3	1	1	1	1	1	1	2	1	2	1	2	0
1637	9.74	9.92	9.53	34	24	15	7	2	5	0	2	1	0	0	1	1	1	2	1	1	0	0	1	0	0	0	1	3	0	2	0
1638	7.96	8.14	9.14	23	14	7	1	2	4	2	1	0	1	0	1	0	0	0	0	2	0	0	1	3	0	0	0	1	1	1	0
1639	8.69	8.12	8.00	26	17	5	2	4	1	4	4	0	1	0	2	1	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1
1640	9.43	9.10	8.46	35	29	13	1	4	3	2	1	2	3	1	1	1	1	0	1	1	0	2	0	1	0	1	0	1	1	1	1
1641	9.66	9.50	9.67	29	20	9	2	5	5	1	0	2	3	1	0	0	0	0	1	1	0	0	1	0	1	0	1	1	1	1	0
1642	7.71	7.59	7.06	48	41	17	2	11	2	1	5	2	3	1	1	3	0	0	1	2	0	0	2	2	0	0	1	1	1	1	0
1643	8.33	8.36	10.60	18	11	5	0	0	0	3	0	0	0	0	2	2	0	1	0	1	0	2	0	0	0	0	3	1	0	1	0
1644	6.63	6.55	6.61	216	174	79	24	8	15	17	14	9	13	13	8	9	6	14	7	5	4	3	9	1	1	5	3	4	3	5	0
1645	6.63	6.67	6.21	83	67	29	4	6	5	7	3	4	10	6	0	3	5	3	2	1	1	1	4	4	1	0	2	3	2	1	0
1646	8.50	7.20	5.00	6	5	1	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
1648	8.58	8.54	8.48	83	65	21	9	9	3	5	9	3	3	3	0	2	2	2	2	3	1	6	2	3	2	0	1	2	0	1	1
1649	9.24	9.25	9.38	150	124	61	16	10	19	10	10	5	9	4	7	7	4	8	2	3	1	2	0	0	5	3	1	3	3	0	2
1650	10.23	10.44	9.50	13	9	2	0	1	1	1	1	1	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	1	0	3	0
1652	10.60	11.00	10.00	5	4	1	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1666	11.00	11.00	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1667	7.50	7.50	7.00	2	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1668	9.00	9.00	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1669	9.44	9.53	8.00	16	15	5	1	2	1	1	1	0	0	2	2	1	1	1	0	1	1	0	0	0	0	0	0	1	0	0	0
1670	7.50	7.31	7.61	125	99	44	12	11	12	8	7	9	4	4	6	3	2	4	1	4	1	1	1	0	4	4	2	1	3	2	2
1671	8.11	7.92	7.79	324	257	122	32	26	39	16	23	15	15	5	16	10	7	15	5	7	6	2	8	4	5	7	4	4	3	7	3
1672	8.81	8.90	8.63	247	181	81	36	23	22	18	23	11	2	9	6	7	3	3	10	5	6	2	7	1	4	10	3	7	1	3	3
1673	8.74	8.39	8.86	47	36	14	3	3	5	5	3	1	1	1	1	2	0	1	3	1	1	1	1	2	1	0	0	1	1	1	0
1674	8.70	8.83	8.29	64	53	21	5	5	7	1	4	2	2	3	2	2	4	4	2	0	1	5	0	2	1	0	2	1	0	1	1
1675	10.20	11.00	12.00	5	4	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
1676	9.31	9.25	8.00	13	12	6	1	1	3	0	2	0	1	0	1	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1677	8.40	8.38	8.00	10	8	3	0	2	1	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0
1678	8.28	8.14	8.35	86	71	37	6	10	10	2	6	4	6	2	1	4	1	4	1	1	3	1	1	2	2	0	1	4	1	1	2
1679	8.79	8.47	7.86	24	17	7	4	1	0	1	3	1	1	0	2	1	0	1	0	2	0	0	0	0	2	0	0	1	0	2	0
1680	5.95	6.00	6.17	22	17	6	3	1	2	1	1	1	1	0	2	1	0	1	1	2	1	0	0	0	0	1	0	0	1	0	0
1681	6.10	6.01	5.89	293	224	110	51	18	20	17	19	9	16	7	10	6	14	17	7	5	6	3	1	4	5	2	9	6	0	10	4
1682	7.58	7.50	6.93	74	56	28	9	6	3	3	4	6	3	1	1	3	3	7	1	2	5	0	1	0	3	1	1	1	0	2	0
1683	9.20	7.33	7.00	5	3	2	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
1684	9.56	9.86	9.00	16	14	7	1	0	1	2	1	1	3	2	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0
1685	9.13	9.24	9.30	31	25	10	7	2	3	1	5	3	2	1	0	1	1	1	0	0	0	1	0	1	1	0	0	0	0	0	0
1687	11.50	11.50	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1688	9.00	9.00	9.00	2	2	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1704	11.50	13.67	9.50	4	3	2	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1705	8.00	8.00	7.00	2	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1706	7.34	7.00	6.91	44	31	11	6	2	2	0	6	1	0	4	0	0	3	1	0	1	2	2	1	3	2	0	1	0	0	0	0
1707	8.63	8.60	8.23	104	82	44	23	7	6	8	9	1	6	5	0	5	3	3	3	0	1	2	2	1	4	0	0	5	0	3	2
1708	7.85	8.09	8.38	13	11	8	0	1	1	0	0	0	1	0	0	2	0	1	1	0	2	0	1	2	0	0	0	0	0	0	0
1709	5.20	5.00	6.00	5	3	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1712	10.33	8.00	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0
1713	9.39	9.39	9.20	36	33	15	4	3	4	2	1	1	4	1	1	1	2	0	0	0	0	2	1	0	3	0	0	0	0	1	0
1714	8.88	8.92	8.10	75	63	30	8	8	2	5	5	2	10	6	1	2	3	2	0	0	0	2	2	1	3	3	0	1	1	0	3
